Województwo zameldowania na pobyt stały,Nazwisko aktualne,Liczba
DOLNOŚLĄSKIE,TOKAREWICZ,11
DOLNOŚLĄSKIE,TOMASZYK,11
DOLNOŚLĄSKIE,TOMETCZAK,11
DOLNOŚLĄSKIE,TOMIAŁOWICZ,11
DOLNOŚLĄSKIE,TOMYŚLAK,11
DOLNOŚLĄSKIE,TONDER,11
DOLNOŚLĄSKIE,TRAWNIK,11
DOLNOŚLĄSKIE,TRĄBIŃSKA,11
DOLNOŚLĄSKIE,TRĘDOWSKA,11
DOLNOŚLĄSKIE,TROCZKA,11
DOLNOŚLĄSKIE,TRUDZIŃSKA,11
DOLNOŚLĄSKIE,TRYZNO,11
DOLNOŚLĄSKIE,TRZANIEC,11
DOLNOŚLĄSKIE,TRZASKOŚ,11
DOLNOŚLĄSKIE,TRZCIONKA,11
DOLNOŚLĄSKIE,TUKINDORF,11
DOLNOŚLĄSKIE,TUŁAK,11
DOLNOŚLĄSKIE,TUŁAZA,11
DOLNOŚLĄSKIE,TUMASZ,11
DOLNOŚLĄSKIE,TURCZAŃSKA,11
DOLNOŚLĄSKIE,TYBLEWSKA,11
DOLNOŚLĄSKIE,TYBORSKA,11
DOLNOŚLĄSKIE,TYBURA,11
DOLNOŚLĄSKIE,TYKARSKA,11
DOLNOŚLĄSKIE,TYLKI,11
DOLNOŚLĄSKIE,TYLZA,11
DOLNOŚLĄSKIE,TYRPAK,11
DOLNOŚLĄSKIE,TYSA,11
DOLNOŚLĄSKIE,TYSOWSKA,11
DOLNOŚLĄSKIE,UBIK,11
DOLNOŚLĄSKIE,UCHACZ,11
DOLNOŚLĄSKIE,UCHRYŃCZUK,11
DOLNOŚLĄSKIE,UGLIK,11
DOLNOŚLĄSKIE,ULAS,11
DOLNOŚLĄSKIE,ULRICH,11
DOLNOŚLĄSKIE,UNUCZEK,11
DOLNOŚLĄSKIE,URACZ,11
DOLNOŚLĄSKIE,URYSZEK,11
DOLNOŚLĄSKIE,WABICH,11
DOLNOŚLĄSKIE,WACHT,11
DOLNOŚLĄSKIE,WACHUŁA,11
DOLNOŚLĄSKIE,WACOWSKA,11
DOLNOŚLĄSKIE,WAGILEWICZ,11
DOLNOŚLĄSKIE,WAIGNER,11
DOLNOŚLĄSKIE,WAJSOWICZ,11
DOLNOŚLĄSKIE,WAKULIK,11
DOLNOŚLĄSKIE,WALATEK,11
DOLNOŚLĄSKIE,WALAWENDER,11
DOLNOŚLĄSKIE,WALENCZYKIEWICZ,11
DOLNOŚLĄSKIE,WALESZCZUK,11
DOLNOŚLĄSKIE,WALĘCIAK,11
DOLNOŚLĄSKIE,WALZ,11
DOLNOŚLĄSKIE,WASYLCZUK,11
DOLNOŚLĄSKIE,WAWRYKOWICZ,11
DOLNOŚLĄSKIE,WAWRZEŃCZUK,11
DOLNOŚLĄSKIE,WAWRZYK,11
DOLNOŚLĄSKIE,WAWRZYNKOWSKA,11
DOLNOŚLĄSKIE,WAWSZCZAK,11
DOLNOŚLĄSKIE,WAZ,11
DOLNOŚLĄSKIE,WĄSIEWSKA,11
DOLNOŚLĄSKIE,WĄTORSKA,11
DOLNOŚLĄSKIE,WCIÓRKA,11
DOLNOŚLĄSKIE,WERPACHOWSKA,11
DOLNOŚLĄSKIE,WESTPHAL,11
DOLNOŚLĄSKIE,WĘCŁAWEK,11
DOLNOŚLĄSKIE,WĘGRZYCKA,11
DOLNOŚLĄSKIE,WIANKOWSKA,11
DOLNOŚLĄSKIE,WIATKOWSKA,11
DOLNOŚLĄSKIE,WIĄZOWSKA,11
DOLNOŚLĄSKIE,WICHORSKA,11
DOLNOŚLĄSKIE,WIĆKO,11
DOLNOŚLĄSKIE,WIDUTO,11
DOLNOŚLĄSKIE,WIECZYSTA,11
DOLNOŚLĄSKIE,WIELECHOWSKA,11
DOLNOŚLĄSKIE,WIERUCKA,11
DOLNOŚLĄSKIE,WIERZCHOŁEK,11
DOLNOŚLĄSKIE,WIESZCZECZYŃSKA,11
DOLNOŚLĄSKIE,WIETRONEK,11
DOLNOŚLĄSKIE,WIETRZYCHOWSKA,11
DOLNOŚLĄSKIE,WIEŻEL,11
DOLNOŚLĄSKIE,WILANTEWICZ,11
DOLNOŚLĄSKIE,WILASZEK,11
DOLNOŚLĄSKIE,WILCZKO,11
DOLNOŚLĄSKIE,WILEŃSKA,11
DOLNOŚLĄSKIE,WILFART,11
DOLNOŚLĄSKIE,WILKOŃSKA,11
DOLNOŚLĄSKIE,WINCZEWSKA,11
DOLNOŚLĄSKIE,WINKEL,11
DOLNOŚLĄSKIE,WINOWIECKA,11
DOLNOŚLĄSKIE,WISTUŁA,11
DOLNOŚLĄSKIE,WIZA,11
DOLNOŚLĄSKIE,WŁAD,11
DOLNOŚLĄSKIE,WŁADYSZ,11
DOLNOŚLĄSKIE,WNUKIEWICZ,11
DOLNOŚLĄSKIE,WODNICZAK,11
DOLNOŚLĄSKIE,WOJTACKA,11
DOLNOŚLĄSKIE,WOJTEK,11
DOLNOŚLĄSKIE,WOJTIUK,11
DOLNOŚLĄSKIE,WOJTYŁKO,11
DOLNOŚLĄSKIE,WOLANIK,11
DOLNOŚLĄSKIE,WOLKIEWICZ,11
DOLNOŚLĄSKIE,WOŁOSEWICZ,11
DOLNOŚLĄSKIE,WOROBEL,11
DOLNOŚLĄSKIE,WORONOWSKA,11
DOLNOŚLĄSKIE,WOROSZ,11
DOLNOŚLĄSKIE,WOSZCZEK,11
DOLNOŚLĄSKIE,WÓDKA,11
DOLNOŚLĄSKIE,WRZASZCZAK,11
DOLNOŚLĄSKIE,WRZECIONOWSKA,11
DOLNOŚLĄSKIE,WUJKOWSKA,11
DOLNOŚLĄSKIE,WYROBEK,11
DOLNOŚLĄSKIE,WYRWICH,11
DOLNOŚLĄSKIE,WYSTRACH,11
DOLNOŚLĄSKIE,WYŻYN,11
DOLNOŚLĄSKIE,ZABAWSKA,11
DOLNOŚLĄSKIE,ZABRZEWSKA,11
DOLNOŚLĄSKIE,ZACH,11
DOLNOŚLĄSKIE,ZACIERA,11
DOLNOŚLĄSKIE,ZACIRKA,11
DOLNOŚLĄSKIE,ZAGALSKA,11
DOLNOŚLĄSKIE,ZAGANIACZ,11
DOLNOŚLĄSKIE,ZAGULSKA,11
DOLNOŚLĄSKIE,ZAHAJKIEWICZ,11
DOLNOŚLĄSKIE,ZAHORODNA,11
DOLNOŚLĄSKIE,ZAJDLIC,11
DOLNOŚLĄSKIE,ZALESIŃSKA,11
DOLNOŚLĄSKIE,ZAŁOMSKA,11
DOLNOŚLĄSKIE,ZAMASZ,11
DOLNOŚLĄSKIE,ZAPOTOCZNY,11
DOLNOŚLĄSKIE,ZAROBNIK,11
DOLNOŚLĄSKIE,ZATKA,11
DOLNOŚLĄSKIE,ZAUSTOWICZ,11
DOLNOŚLĄSKIE,ZAWICKA,11
DOLNOŚLĄSKIE,ZAWŁODZKA,11
DOLNOŚLĄSKIE,ZBIEG,11
DOLNOŚLĄSKIE,ZBIERAŃSKA,11
DOLNOŚLĄSKIE,ZBRZYZNA,11
DOLNOŚLĄSKIE,ZELKOWSKA,11
DOLNOŚLĄSKIE,ZEMLIK,11
DOLNOŚLĄSKIE,ZIEMBOWICZ,11
DOLNOŚLĄSKIE,ZIEMICHÓD,11
DOLNOŚLĄSKIE,ZIENTARSKA,11
DOLNOŚLĄSKIE,ZIĘZIO,11
DOLNOŚLĄSKIE,ZIMOŃSKA,11
DOLNOŚLĄSKIE,ZIOMBRA,11
DOLNOŚLĄSKIE,ZIORA,11
DOLNOŚLĄSKIE,ZOMMER,11
DOLNOŚLĄSKIE,ZUCHNIAK,11
DOLNOŚLĄSKIE,ZUG,11
DOLNOŚLĄSKIE,ZWATRZKO,11
DOLNOŚLĄSKIE,ŻAREK,11
DOLNOŚLĄSKIE,ŻEBRANOWICZ,11
DOLNOŚLĄSKIE,ŻEBRYK,11
DOLNOŚLĄSKIE,ŻELEŹNA,11
DOLNOŚLĄSKIE,ŻELISZEWSKA,11
DOLNOŚLĄSKIE,ŻEŁAJTYS,11
DOLNOŚLĄSKIE,ŻMUDA-TRZEBIATOWSKA,11
DOLNOŚLĄSKIE,ŻÓŁTY,11
DOLNOŚLĄSKIE,ŻUBRYD,11
DOLNOŚLĄSKIE,ŻUKIEL,11
DOLNOŚLĄSKIE,ŻURKO,11
DOLNOŚLĄSKIE,ŻYŁKOWSKA,11
DOLNOŚLĄSKIE,AFANASJEW,10
DOLNOŚLĄSKIE,ALEKSA,10
DOLNOŚLĄSKIE,ALENOWICZ,10
DOLNOŚLĄSKIE,ALICKA,10
DOLNOŚLĄSKIE,ALTMAN,10
DOLNOŚLĄSKIE,ANCEROWICZ,10
DOLNOŚLĄSKIE,ANDERSZ,10
DOLNOŚLĄSKIE,ANDRAKA,10
DOLNOŚLĄSKIE,ANDRUSZCZAK,10
DOLNOŚLĄSKIE,ANDRYS,10
DOLNOŚLĄSKIE,ANDRYSZKIEWICZ,10
DOLNOŚLĄSKIE,ANGROT,10
DOLNOŚLĄSKIE,ANICZ,10
DOLNOŚLĄSKIE,ANISZKIEWICZ,10
DOLNOŚLĄSKIE,ANTWORKA,10
DOLNOŚLĄSKIE,ANYSZCZY,10
DOLNOŚLĄSKIE,ARASZKIEWICZ,10
DOLNOŚLĄSKIE,ARTYMIAK,10
DOLNOŚLĄSKIE,ATAMAŃCZYK,10
DOLNOŚLĄSKIE,AUGUŚCIAK,10
DOLNOŚLĄSKIE,AWDANKIEWICZ,10
DOLNOŚLĄSKIE,AWDZIEJ,10
DOLNOŚLĄSKIE,BABRAJ,10
DOLNOŚLĄSKIE,BACHLIŃSKA,10
DOLNOŚLĄSKIE,BACHRYJ,10
DOLNOŚLĄSKIE,BACIK,10
DOLNOŚLĄSKIE,BÄCKER,10
DOLNOŚLĄSKIE,BAĆMAGA,10
DOLNOŚLĄSKIE,BADEK,10
DOLNOŚLĄSKIE,BADZIOCH,10
DOLNOŚLĄSKIE,BAGAZJA,10
DOLNOŚLĄSKIE,BAJALSKA,10
DOLNOŚLĄSKIE,BAJCARZ,10
DOLNOŚLĄSKIE,BAJKIEWICZ,10
DOLNOŚLĄSKIE,BALAWEJDER,10
DOLNOŚLĄSKIE,BALEWICZ,10
DOLNOŚLĄSKIE,BALSKA,10
DOLNOŚLĄSKIE,BALTYN,10
DOLNOŚLĄSKIE,BAŁASZ,10
DOLNOŚLĄSKIE,BAŁCHAN,10
DOLNOŚLĄSKIE,BAŁONIAK,10
DOLNOŚLĄSKIE,BANACZEK,10
DOLNOŚLĄSKIE,BARABAŚ,10
DOLNOŚLĄSKIE,BARABOLA,10
DOLNOŚLĄSKIE,BARCHAN,10
DOLNOŚLĄSKIE,BARDECKA,10
DOLNOŚLĄSKIE,BARGIELSKA,10
DOLNOŚLĄSKIE,BARTMAŃSKA,10
DOLNOŚLĄSKIE,BARTZ,10
DOLNOŚLĄSKIE,BARYLISZYN,10
DOLNOŚLĄSKIE,BASZCZYK,10
DOLNOŚLĄSKIE,BASZCZYŃSKA,10
DOLNOŚLĄSKIE,BAUCH,10
DOLNOŚLĄSKIE,BAUMAN,10
DOLNOŚLĄSKIE,BAZIEWSKA,10
DOLNOŚLĄSKIE,BAZYLEWSKA,10
DOLNOŚLĄSKIE,BAZYLKIEWICZ,10
DOLNOŚLĄSKIE,BEDRYJ,10
DOLNOŚLĄSKIE,BEGIERSKA,10
DOLNOŚLĄSKIE,BEHRENDT,10
DOLNOŚLĄSKIE,BEJGER,10
DOLNOŚLĄSKIE,BEJGROWICZ,10
DOLNOŚLĄSKIE,BELEĆ,10
DOLNOŚLĄSKIE,BEŁDYGA,10
DOLNOŚLĄSKIE,BEŁTACZ,10
DOLNOŚLĄSKIE,BEMBEN,10
DOLNOŚLĄSKIE,BENEDYKTOWICZ,10
DOLNOŚLĄSKIE,BEREŚNIEWICZ,10
DOLNOŚLĄSKIE,BERNAGIEWICZ,10
DOLNOŚLĄSKIE,BERNAS,10
DOLNOŚLĄSKIE,BERNASIŃSKA,10
DOLNOŚLĄSKIE,BEYGA,10
DOLNOŚLĄSKIE,BEŻYK,10
DOLNOŚLĄSKIE,BĘBENIEC,10
DOLNOŚLĄSKIE,BĘBNOWICZ,10
DOLNOŚLĄSKIE,BIAŁO,10
DOLNOŚLĄSKIE,BIAŁOCKA,10
DOLNOŚLĄSKIE,BIAŁORUCKA,10
DOLNOŚLĄSKIE,BIAŁOSZKIEWICZ,10
DOLNOŚLĄSKIE,BIAŁOŻYT,10
DOLNOŚLĄSKIE,BIANGA,10
DOLNOŚLĄSKIE,BIDA,10
DOLNOŚLĄSKIE,BIELAKOWSKA,10
DOLNOŚLĄSKIE,BIELARCZYK,10
DOLNOŚLĄSKIE,BIGOŃ,10
DOLNOŚLĄSKIE,BILEŃSKA,10
DOLNOŚLĄSKIE,BILKIEWICZ,10
DOLNOŚLĄSKIE,BIŁANIK,10
DOLNOŚLĄSKIE,BIŚTA,10
DOLNOŚLĄSKIE,BLACHNIK,10
DOLNOŚLĄSKIE,BLAJERSKA,10
DOLNOŚLĄSKIE,BLANDZI,10
DOLNOŚLĄSKIE,BLASK,10
DOLNOŚLĄSKIE,BLICHAR,10
DOLNOŚLĄSKIE,BLIN,10
DOLNOŚLĄSKIE,BLIŹNIAK,10
DOLNOŚLĄSKIE,BŁAZIK,10
DOLNOŚLĄSKIE,BŁAŻYKOWSKA,10
DOLNOŚLĄSKIE,BŁONIEWSKA,10
DOLNOŚLĄSKIE,BOCHNACKA,10
DOLNOŚLĄSKIE,BOCHONKO,10
DOLNOŚLĄSKIE,BOCZANOWSKA,10
DOLNOŚLĄSKIE,BOGDASZEWSKA,10
DOLNOŚLĄSKIE,BOHN,10
DOLNOŚLĄSKIE,BOJARA,10
DOLNOŚLĄSKIE,BOJARYN,10
DOLNOŚLĄSKIE,BOJSZCZAK,10
DOLNOŚLĄSKIE,BOKUNIEWICZ,10
DOLNOŚLĄSKIE,BOLINOWSKA,10
DOLNOŚLĄSKIE,BORUCZKOWSKA,10
DOLNOŚLĄSKIE,BORYSIONEK,10
DOLNOŚLĄSKIE,BOWCARIWSKA,10
DOLNOŚLĄSKIE,BRACZYK,10
DOLNOŚLĄSKIE,BRAKSATOR,10
DOLNOŚLĄSKIE,BRAUER,10
DOLNOŚLĄSKIE,BRENDEL,10
DOLNOŚLĄSKIE,BREWKA,10
DOLNOŚLĄSKIE,BREWKO,10
DOLNOŚLĄSKIE,BRĘKUS,10
DOLNOŚLĄSKIE,BROTOŃ,10
DOLNOŚLĄSKIE,BRUDNA,10
DOLNOŚLĄSKIE,BRUDNIK,10
DOLNOŚLĄSKIE,BRYG,10
DOLNOŚLĄSKIE,BRYJKA,10
DOLNOŚLĄSKIE,BRYKARZ,10
DOLNOŚLĄSKIE,BRYKSA,10
DOLNOŚLĄSKIE,BRYLL,10
DOLNOŚLĄSKIE,BRYLOWSKA,10
DOLNOŚLĄSKIE,BRZECHFA,10
DOLNOŚLĄSKIE,BRZĘCZKOWSKA,10
DOLNOŚLĄSKIE,BRZOSTOWICZ,10
DOLNOŚLĄSKIE,BRZUCHNALSKA,10
DOLNOŚLĄSKIE,BUCHOLSKA,10
DOLNOŚLĄSKIE,BUCZKIEWICZ,10
DOLNOŚLĄSKIE,BUDAKOWSKA,10
DOLNOŚLĄSKIE,BUDYCH,10
DOLNOŚLĄSKIE,BUDZIAREK,10
DOLNOŚLĄSKIE,BUGAŃSKA,10
DOLNOŚLĄSKIE,BUJEK,10
DOLNOŚLĄSKIE,BUKIEWICZ,10
DOLNOŚLĄSKIE,BUKOWY,10
DOLNOŚLĄSKIE,BUKSZA,10
DOLNOŚLĄSKIE,BULICZ,10
DOLNOŚLĄSKIE,BUNKIEWICZ,10
DOLNOŚLĄSKIE,BURATOWSKA,10
DOLNOŚLĄSKIE,BURCON,10
DOLNOŚLĄSKIE,BURDALSKA,10
DOLNOŚLĄSKIE,BURZAK,10
DOLNOŚLĄSKIE,BUZIUK,10
DOLNOŚLĄSKIE,BYSIEC,10
DOLNOŚLĄSKIE,BYTOMSKA,10
DOLNOŚLĄSKIE,BZDĘGA,10
DOLNOŚLĄSKIE,CACH,10
DOLNOŚLĄSKIE,CAŁKOSIŃSKA,10
DOLNOŚLĄSKIE,CEJMER,10
DOLNOŚLĄSKIE,CELENCEWICZ,10
DOLNOŚLĄSKIE,CELESZCZUK,10
DOLNOŚLĄSKIE,CESARSKA,10
DOLNOŚLĄSKIE,CHAJECKA,10
DOLNOŚLĄSKIE,CHAŁUPCZAK,10
DOLNOŚLĄSKIE,CHAŁUPCZYŃSKA,10
DOLNOŚLĄSKIE,CHAŁUPNICZAK,10
DOLNOŚLĄSKIE,CHAMUCZYŃSKA,10
DOLNOŚLĄSKIE,CHAŃSKA,10
DOLNOŚLĄSKIE,CHARA,10
DOLNOŚLĄSKIE,CHARKIEWICZ,10
DOLNOŚLĄSKIE,CHAROŃSKA,10
DOLNOŚLĄSKIE,CHARUBA,10
DOLNOŚLĄSKIE,CHAWCHUNOWICZ,10
DOLNOŚLĄSKIE,CHCIUK,10
DOLNOŚLĄSKIE,CHEBES,10
DOLNOŚLĄSKIE,CHEŁCHOWSKA,10
DOLNOŚLĄSKIE,CHĘCIEK,10
DOLNOŚLĄSKIE,CHIMNIAK,10
DOLNOŚLĄSKIE,CHLASTA,10
DOLNOŚLĄSKIE,CHMIELICZEK,10
DOLNOŚLĄSKIE,CHMIEŁA,10
DOLNOŚLĄSKIE,CHMULAK,10
DOLNOŚLĄSKIE,CHOCHOWSKA,10
DOLNOŚLĄSKIE,CHOJNA,10
DOLNOŚLĄSKIE,CHOMĄTOWSKA,10
DOLNOŚLĄSKIE,CHOMCZYK,10
DOLNOŚLĄSKIE,CHOMETA,10
DOLNOŚLĄSKIE,CHOMIN,10
DOLNOŚLĄSKIE,CHOMYCZ,10
DOLNOŚLĄSKIE,CHORT,10
DOLNOŚLĄSKIE,CHORYŃSKA,10
DOLNOŚLĄSKIE,CHRAMĘGA,10
DOLNOŚLĄSKIE,CHRIST,10
DOLNOŚLĄSKIE,CHROMCZAK,10
DOLNOŚLĄSKIE,CHUCHROWSKA,10
DOLNOŚLĄSKIE,CHWIEDUK,10
DOLNOŚLĄSKIE,CHWIERUT,10
DOLNOŚLĄSKIE,CHYBIŃSKA,10
DOLNOŚLĄSKIE,CIARA,10
DOLNOŚLĄSKIE,CIAŚ,10
DOLNOŚLĄSKIE,CICHACKA,10
DOLNOŚLĄSKIE,CICHOS,10
DOLNOŚLĄSKIE,CIEBIERA,10
DOLNOŚLĄSKIE,CIECIERA,10
DOLNOŚLĄSKIE,CIEMPA,10
DOLNOŚLĄSKIE,CIEMPKA,10
DOLNOŚLĄSKIE,CIEPLAK,10
DOLNOŚLĄSKIE,CIERPUCHA,10
DOLNOŚLĄSKIE,CIESIELCZUK,10
DOLNOŚLĄSKIE,CIEŻAK,10
DOLNOŚLĄSKIE,CIMOCH,10
DOLNOŚLĄSKIE,CITAK,10
DOLNOŚLĄSKIE,CIUĆKA,10
DOLNOŚLĄSKIE,CIUKSA,10
DOLNOŚLĄSKIE,CIUPIDER,10
DOLNOŚLĄSKIE,CIŻEWSKA,10
DOLNOŚLĄSKIE,CNOTA,10
DOLNOŚLĄSKIE,COMPA,10
DOLNOŚLĄSKIE,CUDZIŁO,10
DOLNOŚLĄSKIE,CWEK,10
DOLNOŚLĄSKIE,CYCHOL,10
DOLNOŚLĄSKIE,CYGORA,10
DOLNOŚLĄSKIE,CYMBORSKA,10
DOLNOŚLĄSKIE,CYRUL,10
DOLNOŚLĄSKIE,CZACHOWSKA,10
DOLNOŚLĄSKIE,CZAPLUK,10
DOLNOŚLĄSKIE,CZARNAŚ,10
DOLNOŚLĄSKIE,CZARNOMSKA,10
DOLNOŚLĄSKIE,CZASŁAWSKA,10
DOLNOŚLĄSKIE,CZEREBA,10
DOLNOŚLĄSKIE,CZEREWATY,10
DOLNOŚLĄSKIE,CZEREWKO,10
DOLNOŚLĄSKIE,CZERKASIEWICZ,10
DOLNOŚLĄSKIE,CZERNIA,10
DOLNOŚLĄSKIE,CZERPAK,10
DOLNOŚLĄSKIE,CZIBER,10
DOLNOŚLĄSKIE,CZORNY,10
DOLNOŚLĄSKIE,CZOSNYKA,10
DOLNOŚLĄSKIE,CZUBAN,10
DOLNOŚLĄSKIE,CZUKSANOW,10
DOLNOŚLĄSKIE,CZWARTOS,10
DOLNOŚLĄSKIE,CZYSZKOWSKA,10
DOLNOŚLĄSKIE,ĆMIEL,10
DOLNOŚLĄSKIE,ĆWIĄKALSKA,10
DOLNOŚLĄSKIE,ĆWIELONG,10
DOLNOŚLĄSKIE,ĆWIERTNIEWICZ,10
DOLNOŚLĄSKIE,DACKÓW,10
DOLNOŚLĄSKIE,DADACZYŃSKA,10
DOLNOŚLĄSKIE,DAJCZER,10
DOLNOŚLĄSKIE,DAJCZUK,10
DOLNOŚLĄSKIE,DAJLIDKO,10
DOLNOŚLĄSKIE,DAM,10
DOLNOŚLĄSKIE,DAMEK,10
DOLNOŚLĄSKIE,DANILISZYN,10
DOLNOŚLĄSKIE,DANIW,10
DOLNOŚLĄSKIE,DANYLUK,10
DOLNOŚLĄSKIE,DARCZUK,10
DOLNOŚLĄSKIE,DAWIDZIK,10
DOLNOŚLĄSKIE,DECHNIG,10
DOLNOŚLĄSKIE,DEKRET,10
DOLNOŚLĄSKIE,DELIKATNY,10
DOLNOŚLĄSKIE,DEMBIA,10
DOLNOŚLĄSKIE,DEMEDIUK,10
DOLNOŚLĄSKIE,DENIUSZ,10
DOLNOŚLĄSKIE,DERBIS,10
DOLNOŚLĄSKIE,DERBISZ,10
DOLNOŚLĄSKIE,DERBOT,10
DOLNOŚLĄSKIE,DERWICH,10
DOLNOŚLĄSKIE,DESZCZYŃSKA,10
DOLNOŚLĄSKIE,DETKO,10
DOLNOŚLĄSKIE,DĘBOGÓRSKA,10
DOLNOŚLĄSKIE,DIENSTBIER,10
DOLNOŚLĄSKIE,DIESNER,10
DOLNOŚLĄSKIE,DŁUGASZEWSKA,10
DOLNOŚLĄSKIE,DŁUGOKĘCKA,10
DOLNOŚLĄSKIE,DOBERSTEIN,10
DOLNOŚLĄSKIE,DOBIEGA,10
DOLNOŚLĄSKIE,DOKTÓR,10
DOLNOŚLĄSKIE,DOLACIŃSKA,10
DOLNOŚLĄSKIE,DOLEGA,10
DOLNOŚLĄSKIE,DOŁĘGA-KOZIEROWSKA,10
DOLNOŚLĄSKIE,DOŁĘGOWSKA,10
DOLNOŚLĄSKIE,DOŁHACZ,10
DOLNOŚLĄSKIE,DOŁHAŃCZYK,10
DOLNOŚLĄSKIE,DOŁKOWSKA,10
DOLNOŚLĄSKIE,DOMINIKÓW,10
DOLNOŚLĄSKIE,DOMONIK,10
DOLNOŚLĄSKIE,DORA,10
DOLNOŚLĄSKIE,DOROSZEWICZ,10
DOLNOŚLĄSKIE,DOWGIAŁO,10
DOLNOŚLĄSKIE,DOWIAT,10
DOLNOŚLĄSKIE,DRAGON,10
DOLNOŚLĄSKIE,DRAJ,10
DOLNOŚLĄSKIE,DRĄGOWSKA,10
DOLNOŚLĄSKIE,DREJER,10
DOLNOŚLĄSKIE,DROBNIKOWSKA,10
DOLNOŚLĄSKIE,DROBOT,10
DOLNOŚLĄSKIE,DROŹDZIAK,10
DOLNOŚLĄSKIE,DROŻDŻYK,10
DOLNOŚLĄSKIE,DRUCIAREK,10
DOLNOŚLĄSKIE,DRYGAJŁO,10
DOLNOŚLĄSKIE,DUCZKOWSKA,10
DOLNOŚLĄSKIE,DUDOŃ,10
DOLNOŚLĄSKIE,DUMYCZ,10
DOLNOŚLĄSKIE,DURAŁEK,10
DOLNOŚLĄSKIE,DURAN,10
DOLNOŚLĄSKIE,DURAZIŃSKA,10
DOLNOŚLĄSKIE,DUSZEK,10
DOLNOŚLĄSKIE,DUŻALSKA,10
DOLNOŚLĄSKIE,DWOICZKO,10
DOLNOŚLĄSKIE,DWORSKA,10
DOLNOŚLĄSKIE,DYBISZ,10
DOLNOŚLĄSKIE,DYCZEK,10
DOLNOŚLĄSKIE,DYDYK,10
DOLNOŚLĄSKIE,DYMERSKA,10
DOLNOŚLĄSKIE,DYMNA,10
DOLNOŚLĄSKIE,DYRAS,10
DOLNOŚLĄSKIE,DZIDOWSKA,10
DOLNOŚLĄSKIE,DZIEDZIULO,10
DOLNOŚLĄSKIE,DZIEMBULAK,10
DOLNOŚLĄSKIE,DZIENIS,10
DOLNOŚLĄSKIE,DZIERŻA,10
DOLNOŚLĄSKIE,DZIONEK,10
DOLNOŚLĄSKIE,DZIUDZIK,10
DOLNOŚLĄSKIE,DZIURDA,10
DOLNOŚLĄSKIE,DZIWAK,10
DOLNOŚLĄSKIE,DŻUGAŁA,10
DOLNOŚLĄSKIE,DŻYGÓRA,10
DOLNOŚLĄSKIE,EFINOWICZ,10
DOLNOŚLĄSKIE,EJSYMONT,10
DOLNOŚLĄSKIE,EKSTEROWICZ,10
DOLNOŚLĄSKIE,ELJASZCZUK,10
DOLNOŚLĄSKIE,FABIA,10
DOLNOŚLĄSKIE,FALL,10
DOLNOŚLĄSKIE,FARBIS,10
DOLNOŚLĄSKIE,FEDYNIAK,10
DOLNOŚLĄSKIE,FELIK,10
DOLNOŚLĄSKIE,FELIKSIAK,10
DOLNOŚLĄSKIE,FELKA,10
DOLNOŚLĄSKIE,FENDORF,10
DOLNOŚLĄSKIE,FERENCZUK,10
DOLNOŚLĄSKIE,FERFECKA,10
DOLNOŚLĄSKIE,FIDALI,10
DOLNOŚLĄSKIE,FIDO,10
DOLNOŚLĄSKIE,FIDOROWICZ,10
DOLNOŚLĄSKIE,FIEDOSEWICZ,10
DOLNOŚLĄSKIE,FIET,10
DOLNOŚLĄSKIE,FIGARSKA,10
DOLNOŚLĄSKIE,FIGLARZ,10
DOLNOŚLĄSKIE,FIGURNIAK,10
DOLNOŚLĄSKIE,FILARSKA,10
DOLNOŚLĄSKIE,FILEJSKA,10
DOLNOŚLĄSKIE,FILIMONIAK,10
DOLNOŚLĄSKIE,FILUTOWSKA,10
DOLNOŚLĄSKIE,FINGAS,10
DOLNOŚLĄSKIE,FIRKOWSKA,10
DOLNOŚLĄSKIE,FITAK,10
DOLNOŚLĄSKIE,FIUTOWSKA,10
DOLNOŚLĄSKIE,FLEJSZER,10
DOLNOŚLĄSKIE,FLESZER,10
DOLNOŚLĄSKIE,FLORECKA,10
DOLNOŚLĄSKIE,FORCZAK,10
DOLNOŚLĄSKIE,FORKASIEWICZ,10
DOLNOŚLĄSKIE,FRACH,10
DOLNOŚLĄSKIE,FRAJ,10
DOLNOŚLĄSKIE,FRALA,10
DOLNOŚLĄSKIE,FRANASZEK,10
DOLNOŚLĄSKIE,FRANIUK,10
DOLNOŚLĄSKIE,FRASIAK,10
DOLNOŚLĄSKIE,FRAZIK,10
DOLNOŚLĄSKIE,FREIDENBERG,10
DOLNOŚLĄSKIE,FREJLICH,10
DOLNOŚLĄSKIE,FREUND,10
DOLNOŚLĄSKIE,FRONTKIEWICZ,10
DOLNOŚLĄSKIE,FROŃSKA,10
DOLNOŚLĄSKIE,FRYDRYCHOWICZ,10
DOLNOŚLĄSKIE,FRYDRYSZAK,10
DOLNOŚLĄSKIE,FRYŚNA,10
DOLNOŚLĄSKIE,FUJAK,10
DOLNOŚLĄSKIE,FUNDOWICZ,10
DOLNOŚLĄSKIE,GABARA,10
DOLNOŚLĄSKIE,GADULA,10
DOLNOŚLĄSKIE,GADZIEMSKA,10
DOLNOŚLĄSKIE,GAJDZIS,10
DOLNOŚLĄSKIE,GALAN,10
DOLNOŚLĄSKIE,GALBIERCZYK,10
DOLNOŚLĄSKIE,GALER,10
DOLNOŚLĄSKIE,GALERA,10
